Generation,ACG
883,12.994444444444444
884,11.672634271099744
885,11.569269521410579
886,11.21911421911422
887,12.36320754716981
888,13.729468599033817
889,13.173396674584323
890,13.819338422391857
891,14.777464788732395
892,13.24074074074074
893,15.169856459330143
894,14.352517985611511
895,15.408551068883611
896,15.997701149425287
897,13.494061757719715
898,12.472602739726028
899,12.549528301886792
900,14.636579572446555
901,13.225512528473804
902,14.660592255125284
903,15.314814814814815
904,15.497685185185185
905,16.405152224824356
906,16.393023255813954
907,16.004750593824227
908,13.727272727272727
909,13.149882903981265
910,15.098850574712644
911,15.357320099255583
912,14.208920187793428
913,14.21860465116279
914,13.898584905660377
915,13.28246013667426
916,14.163895486935868
917,16.04726368159204
918,14.545454545454545
919,14.719602977667494
920,15.261282660332542
921,14.779411764705882
922,13.795918367346939
923,14.337962962962964
924,15.613756613756614
925,14.68407960199005
926,12.795620437956204
927,13.272727272727273
928,13.985948477751757
929,14.68997668997669
930,14.735224586288416
931,14.441805225653207
932,15.4151376146789
933,14.702947845804989
934,15.194954128440367
935,15.593607305936073
936,16.008108108108107
937,14.254854368932039
938,15.783980582524272
939,15.852607709750567
940,15.947845804988662
941,16.519630484988454
942,16.5578231292517
943,18.002267573696145
944,16.761574074074073
945,15.997607655502392
946,15.65807962529274
947,15.16267942583732
948,14.756944444444445
949,15.0675
950,14.393285371702637
951,13.337264150943396
952,14.42688679245283
953,13.15962441314554
954,14.206976744186047
955,16.199494949494948
956,14.622377622377622
957,15.155251141552512
958,13.69682151589242
959,13.48729792147806
960,14.397333333333334
961,13.031890660592255
962,13.942857142857143
963,15.36919315403423
964,15.973544973544973
965,13.4151376146789
966,14.391203703703704
967,14.32638888888889
968,15.702576112412178
969,16.863741339491916
970,15.781609195402298
971,16.014251781472684
972,16.397260273972602
973,15.980392156862745
974,13.84688995215311
975,14.654911838790932
976,12.38812785388128
977,14.246851385390428
978,15.356132075471699
979,14.712962962962964
980,16.471830985915492
981,15.94954128440367
982,16.348729792147807
983,15.587822014051522
984,14.695550351288055
985,14.555813953488371
986,13.685779816513762
987,12.89749430523918
988,14.194954128440367
989,13.7995337995338
990,13.533957845433255
991,14.37906976744186
992,13.54567901234568
993,14.013856812933025
994,14.017156862745098
995,12.546697038724373
996,13.056650246305418
997,11.156462585034014
998,13.081927710843374
999,13.39568345323741
1000,14.16301703163017
1001,15.350119904076738
1002,17.015831134564642
1003,16.190697674418605
1004,14.876484560570072
1005,14.596199524940618
1006,13.5848623853211
1007,15.83084577114428
1008,16.48165137614679
1009,15.511002444987776
1010,14.0
1011,13.958997722095672
1012,14.393034825870647
1013,13.797202797202797
1014,14.832167832167832
1015,14.11264367816092
1016,14.308823529411764
1017,13.06766917293233
1018,13.409722222222221
1019,11.886574074074074
1020,12.94675925925926
1021,13.414578587699317
1022,12.761229314420804
1023,13.554272517321015
1024,13.607142857142858
1025,12.964539007092199
1026,14.44055944055944
1027,14.395287958115183
1028,15.445
1029,15.330882352941176
1030,15.28246013667426
1031,14.848484848484848
1032,14.244897959183673
1033,14.109557109557109
1034,14.071100917431192
1035,14.00709219858156
1036,14.314861460957179
1037,13.35377358490566
1038,13.28974358974359
1039,12.160550458715596
1040,11.536529680365296
1041,12.87906976744186
1042,15.127450980392156
1043,15.087885985748219
1044,13.534246575342467
1045,13.635235732009926
1046,14.136574074074074
1047,13.508274231678486
1048,13.106382978723405
1049,14.5855421686747
1050,14.226327944572748
1051,14.104783599088838
1052,15.5
1053,15.665036674816626
1054,16.34988179669031
1055,16.362110311750598
1056,13.75
1057,14.887254901960784
1058,13.614609571788414
1059,12.280092592592593
1060,12.627586206896552
1061,13.42093023255814
1062,14.74102564102564
1063,13.511467889908257
1064,13.514563106796116
1065,14.4825
1066,15.616306954436451
1067,16.495169082125603
1068,15.47242206235012
1069,14.875288683602772
1070,13.250645994832041
1071,14.041062801932368
1072,14.666666666666666
1073,15.087885985748219
1074,15.300970873786408
1075,16.16747572815534
1076,14.541966426858513
1077,14.914948453608247
1078,13.516279069767442
1079,13.639908256880734
1080,13.455172413793104
1081,13.96642685851319
1082,13.92271662763466
1083,13.72108843537415
1084,13.281329923273658
1085,12.920634920634921
1086,14.090909090909092
1087,15.12984054669704
1088,15.728310502283104
1089,14.927400468384075
1090,15.992957746478874
1091,13.503496503496503
1092,14.11111111111111
1093,13.67142857142857
1094,16.511467889908257
1095,15.992805755395683
1096,13.954128440366972
1097,14.223277909738718
1098,14.948275862068966
1099,13.439909297052154
1100,14.218362282878411
1101,13.035971223021583
1102,13.13053613053613
1103,12.861244019138756
1104,13.161731207289295
1105,14.043062200956937
1106,15.397701149425288
1107,13.997722095671982
1108,12.743055555555555
1109,13.57177033492823
1110,13.8384074941452
1111,13.755
1112,13.464852607709751
1113,12.0375
1114,11.636986301369863
1115,12.19501133786848
1116,13.860240963855421
1117,12.503401360544217
1118,13.148148148148149
1119,15.581395348837209
1120,14.52316076294278
1121,13.452873563218391
1122,14.919315403422983
1123,15.43123543123543
1124,16.263959390862944
1125,14.669789227166277
1126,14.237089201877934
1127,13.551963048498845
1128,13.404306220095695
1129,13.529816513761467
1130,14.048309178743962
1131,14.72562358276644
1132,14.347417840375586
1133,13.753180661577607
1134,12.25
1135,13.14123006833713
1136,13.305825242718447
1137,14.00744416873449
1138,12.592505854800937
1139,12.88888888888889
1140,14.42142857142857
1141,14.264840182648403
1142,15.938356164383562
1143,16.005128205128205
1144,14.929078014184396
1145,15.023474178403756
1146,14.29611650485437
1147,13.65083135391924
1148,12.517948717948718
1149,13.040476190476191
1150,12.160493827160494
1151,11.644836272040303
1152,11.728735632183907
1153,13.423444976076555
1154,13.776699029126213
1155,14.61465721040189
1156,14.821100917431192
1157,14.413533834586467
1158,13.436170212765957
1159,14.104477611940299
1160,14.596199524940618
1161,15.76867469879518
1162,16.64761904761905
1163,15.961451247165533
1164,15.213429256594724
1165,15.47394540942928
1166,14.587264150943396
1167,13.284382284382284
1168,15.198067632850242
1169,16.429667519181585
1170,14.25
1171,15.328703703703704
1172,15.712589073634204
1173,16.75632183908046
1174,15.490825688073395
1175,15.118721461187215
1176,15.04861111111111
1177,13.81360201511335
1178,14.794258373205741
1179,13.302961275626423
1180,14.930455635491606
1181,14.82325581395349
1182,16.002309468822173
1183,16.395238095238096
1184,17.087962962962962
1185,15.888372093023255
1186,15.52987012987013
1187,15.143187066974596
1188,13.392201834862385
1189,13.598152424942263
1190,14.592592592592593
1191,15.92074592074592
1192,14.947247706422019
1193,14.827586206896552
1194,14.990888382687928
1195,15.677339901477833
1196,14.671296296296296
1197,17.29047619047619
1198,15.721428571428572
1199,16.46813725490196
1200,14.80498866213152
1201,13.751196172248804
1202,15.398533007334963
1203,16.116788321167885
1204,14.198529411764707
1205,14.249400479616307
1206,14.042154566744731
1207,14.237864077669903
1208,14.266203703703704
1209,15.973684210526315
1210,14.428899082568808
1211,15.292161520190025
1212,14.708920187793428
1213,13.43855421686747
1214,14.761083743842365
1215,13.356132075471699
1216,13.901477832512315
1217,13.033078880407125
1218,12.014778325123153
1219,12.962216624685139
1220,12.587822014051522
1221,13.620098039215685
1222,14.61737089201878
1223,13.819672131147541
1224,14.25679012345679
1225,13.624145785876992
1226,14.102325581395348
1227,14.013953488372094
1228,14.591981132075471
1229,14.125570776255708
1230,14.050925925925926
1231,14.764568764568764
1232,16.011467889908257
1233,15.103896103896103
1234,13.750566893424036
1235,14.889929742388759
1236,14.12962962962963
1237,13.7242206235012
1238,14.356973995271868
1239,14.203703703703704
1240,16.699751861042184
1241,14.522144522144522
1242,15.848275862068965
1243,17.32233502538071
1244,16.170103092783506
1245,16.239247311827956
1246,14.0625
1247,14.226851851851851
1248,14.680652680652681
1249,14.89095744680851
1250,14.312807881773399
1251,14.094688221709006
1252,13.604215456674472
1253,16.355353075170843
1254,17.179611650485437
1255,14.263038548752835
1256,17.00966183574879
1257,15.376712328767123
1258,13.422632794457275
1259,15.123287671232877
1260,15.002298850574713
1261,13.83
1262,13.450346420323326
1263,15.456140350877194
1264,13.740318906605923
1265,13.890736342042755
1266,13.400497512437811
1267,12.826190476190476
1268,14.567632850241546
1269,14.424942263279446
1270,15.980535279805352
1271,16.272108843537413
1272,14.330296127562642
1273,15.317241379310344
1274,15.319347319347319
1275,15.375586854460094
1276,14.98974358974359
1277,12.95813953488372
1278,13.51048951048951
1279,16.67718446601942
1280,15.783641160949868
1281,15.367816091954023
1282,16.80778588807786
1283,16.676744186046513
1284,15.085714285714285
1285,17.0440097799511
1286,16.05437352245863
1287,14.99047619047619
1288,14.854214123006834
1289,13.977220956719817
1290,14.157407407407407
1291,15.698765432098766
1292,15.05911330049261
1293,14.971896955503514
1294,14.947743467933492
1295,14.644670050761421
1296,14.251732101616629
1297,13.76046511627907
1298,13.366028708133971
1299,13.102739726027398
1300,13.883826879271071
1301,14.038990825688073
1302,14.430622009569378
1303,13.749430523917995
1304,14.95320197044335
1305,13.34712643678161
1306,13.918635170603675
1307,14.204030226700253
1308,15.118686868686869
1309,13.593350383631714
1310,14.378250591016549
1311,15.341333333333333
1312,12.383720930232558
1313,14.511467889908257
1314,13.879901960784315
1315,15.651741293532337
1316,15.916883116883117
1317,14.669211195928753
1318,15.20873786407767
1319,15.490825688073395
1320,14.860730593607306
1321,14.564593301435407
1322,14.395238095238096
1323,14.934466019417476
1324,14.02721088435374
1325,13.58254716981132
1326,15.735763097949887
1327,13.974943052391799
1328,13.891454965357967
1329,13.66745283018868
1330,14.90632318501171
1331,15.71531100478469
1332,16.688995215311003
1333,15.255
1334,14.318944844124701
1335,15.08955223880597
1336,13.890442890442891
1337,14.031746031746032
1338,14.32089552238806
1339,14.957142857142857
1340,15.474178403755868
1341,14.757575757575758
1342,15.595402298850574
1343,15.422169811320755
1344,16.9126213592233
1345,15.468036529680365
1346,15.23448275862069
1347,14.553956834532373
1348,14.096446700507615
1349,14.158018867924529
1350,14.110854503464203
1351,15.300683371298405
1352,16.0
1353,14.30484988452656
1354,13.879818594104309
1355,15.43507972665148
1356,15.040476190476191
1357,14.62037037037037
1358,15.18978102189781
1359,15.281179138321995
1360,16.32541567695962
1361,14.121559633027523
1362,13.89655172413793
1363,15.287671232876713
1364,14.516666666666667
1365,14.714285714285714
1366,14.454106280193237
1367,16.37712895377129
1368,15.424657534246576
1369,16.65909090909091
1370,15.805418719211822
1371,14.064220183486238
1372,15.422802850356295
